都不行	WhichSubjectPoorNeutral
没有哪科是弱的	WhichSubjectPoorNeutral
不知道哪科弱	WhichSubjectPoorNeutral
都不好	WhichSubjectPoorNeutral
我也说不好	WhichSubjectPoorNeutral
都挺好的	WhichSubjectPoorNeutral
差不多	WhichSubjectPoorNeutral
都不错	WhichSubjectPoorNeutral
都还行吧	WhichSubjectPoorNeutral
都挺不好的	WhichSubjectPoorNeutral
都很一般	WhichSubjectPoorNeutral
都挺好	WhichSubjectPoorNeutral
我还不知道	WhichSubjectPoorNeutral
学习情况还行吧	WhichSubjectPoorNeutral
都不太行啊	WhichSubjectPoorNeutral
差不多都还可以	WhichSubjectPoorNeutral
都还好吧	WhichSubjectPoorNeutral
成绩都还好	WhichSubjectPoorNeutral
都还不错	WhichSubjectPoorNeutral
都一般	WhichSubjectPoorNeutral
生物	SubjectNotSupport
政治	SubjectNotSupport
历史	SubjectNotSupport
地理	SubjectNotSupport
科学	SubjectNotSupport
自然	SubjectNotSupport
思想品德	SubjectNotSupport
音乐	SubjectNotSupport
体育	SubjectNotSupport
嗯嗯	AMathClassSure
可以	AMathClassSure
行	AMathClassSure
好	AMathClassSure
好的	AMathClassSure
有时间	AMathClassSure
需要	AMathClassSure
没问题	AMathClassSure
有兴趣	AMathClassSure
对的	AMathClassSure
说说看	AMathClassSure
好哇	AMathClassSure
当然	AMathClassSure
有意向	AMathClassSure
那挺不错的	AMathClassSure
那行吧	AMathClassSure
嗯好	AMathClassSure
详细说下吧	AMathClassSure
挺有兴趣的	AMathClassSure
有打算	AMathClassSure
肯定啊	AMathClassSure
确实是	AMathClassSure
正有此意	AMathClassSure
你说	AMathClassSure
正考虑呢	AMathClassSure
方便	AMathClassSure
正想报班	AMathClassSure
有的	AMathClassSure
你继续吧	AMathClassSure
那我再了解下	AMathClassSure
恩好	AMathClassSure
好嘞	AMathClassSure
行吧	AMathClassSure
嗯行	AMathClassSure
可以	FixedTimeSure
行	FixedTimeSure
好	FixedTimeSure
有时间	FixedTimeSure
没问题	FixedTimeSure
那行	FixedTimeSure
合适	FixedTimeSure
差不多	FixedTimeSure
可不可以	FixedTimeSure
行不行	FixedTimeSure
先约这个时间吧	FixedTimeSure
约吧	FixedTimeSure
可以可以	FixedTimeSure
合适可以	FixedTimeSure
这个可以	FixedTimeSure
嗯好	FixedTimeSure
没兴趣	FixedTimeRefuse
没时间	FixedTimeRefuse
不需要	FixedTimeRefuse
不用	FixedTimeRefuse
我不参加	FixedTimeRefuse
没有时间	FixedTimeRefuse
先挂了	FixedTimeRefuse
不要	FixedTimeRefuse
不行	FixedTimeRefuse
不可以	FixedTimeRefuse
不麻烦了	FixedTimeRefuse
没需求	FixedTimeRefuse
用不到	FixedTimeRefuse
没有意向	FixedTimeRefuse
不感兴趣	FixedTimeRefuse
不想要	FixedTimeRefuse
已经报过了	FixedTimeRefuse
有补习了	FixedTimeRefuse
有辅导班了	FixedTimeRefuse
有家教	FixedTimeRefuse
已经报班了	FixedTimeRefuse
不太想听	FixedTimeRefuse
不想听	FixedTimeRefuse
没有兴趣	FixedTimeRefuse
不方便	FixedTimeRefuse
没钱	FixedTimeRefuse
算了	FixedTimeRefuse
不考虑	FixedTimeRefuse
不好意思	FixedTimeRefuse
别打来了	FixedTimeRefuse
搞错了吧	FixedTimeRefuse
等有时间再说吧	FixedTimeRefuse
没有	FixedTimeRefuse
不合适	FixedTimeRefuse
有事	FixedTimeRefuse
有问题	FixedTimeRefuse
不好	FixedTimeRefuse
不太合适	FixedTimeRefuse
回不来	FixedTimeRefuse
还没放学	FixedTimeRefuse
不太行	FixedTimeRefuse
孩子不在家	FixedTimeRefuse
没在家里	FixedTimeRefuse
等有空再说	FixedTimeRefuse
不行不行	FixedTimeRefuse
晚上没空	FixedTimeRefuse
没空	FixedTimeRefuse
还没下班	FixedTimeRefuse
还没回来	FixedTimeRefuse
到时候再约吧	FixedTimeRefuse
下次吧	FixedTimeRefuse
再约再约	FixedTimeRefuse
不听了	FixedTimeRefuse
不用麻烦了	FixedTimeRefuse
都在补课	FixedTimeRefuse
没有多的时间	FixedTimeRefuse
以后联系	FixedTimeRefuse
给你打电话吧	FixedTimeRefuse
联系你吧	FixedTimeRefuse
到时候看看	FixedTimeRefuse
有时间的话再联系	FixedTimeRefuse
明天再说吧	FixedTimeRefuse
到时候再说吧	FixedTimeRefuse
有课上不了	FixedTimeRefuse
有课	FixedTimeRefuse
还有课	FixedTimeRefuse
感冒了	FixedTimeRefuse
生病了	FixedTimeRefuse
不在家	FixedTimeRefuse
有时间再约	FixedTimeRefuse
考试	FixedTimeRefuse
要考试	FixedTimeRefuse
要补课	FixedTimeRefuse
要上课	FixedTimeRefuse
等有时间吧	FixedTimeRefuse
住校了	FixedTimeRefuse
不在旁边	FixedTimeRefuse
在学校	FixedTimeRefuse
上学去了	FixedTimeRefuse
还没下课	FixedTimeRefuse
还没到家	FixedTimeRefuse
我在出差	FixedTimeRefuse
不放假	FixedTimeRefuse
作业太多	FixedTimeRefuse
不太有时间	FixedTimeRefuse
已经睡觉了	FixedTimeRefuse
晚一点再说	FixedTimeRefuse
挺忙的	FixedTimeRefuse
没得时间	FixedTimeRefuse
学校要考试	FixedTimeRefuse
到时间再说	FixedTimeRefuse
不好意思现在没有时间	FixedTimeRefuse
在外地	FixedTimeRefuse
最近生病了	FixedTimeRefuse
这两天生病了	FixedTimeRefuse
等明天看看吧	FixedTimeRefuse
再看吧	FixedTimeRefuse
有点事	FixedTimeRefuse
不得行	FixedTimeRefuse
周一	WhichDayThisWeekSure
周二	WhichDayThisWeekSure
周三	WhichDayThisWeekSure
周四	WhichDayThisWeekSure
周五	WhichDayThisWeekSure
周六	WhichDayThisWeekSure
周日	WhichDayThisWeekSure
星期一	WhichDayThisWeekSure
星期二	WhichDayThisWeekSure
星期三	WhichDayThisWeekSure
星期四	WhichDayThisWeekSure
星期五	WhichDayThisWeekSure
星期六	WhichDayThisWeekSure
星期天	WhichDayThisWeekSure
星期日	WhichDayThisWeekSure
礼拜一	WhichDayThisWeekSure
礼拜二	WhichDayThisWeekSure
礼拜三	WhichDayThisWeekSure
礼拜四	WhichDayThisWeekSure
礼拜五	WhichDayThisWeekSure
礼拜六	WhichDayThisWeekSure
礼拜日	WhichDayThisWeekSure
礼拜天	WhichDayThisWeekSure
孩子住校，周末才能回来	WhichDayThisWeekSure
两周才回来一次	WhichDayThisWeekSure
都可以	WhichDayThisWeekSure
都很方便	WhichDayThisWeekSure
都有空	WhichDayThisWeekSure
都方便	WhichDayThisWeekSure
都行	WhichDayThisWeekSure
都有时间	WhichDayThisWeekSure
随便	WhichDayThisWeekSure
10点	SpecificTimePossibleSure
11点	SpecificTimePossibleSure
1点	SpecificTimePossibleSure
2点	SpecificTimePossibleSure
3点	SpecificTimePossibleSure
4点	SpecificTimePossibleSure
5点	SpecificTimePossibleSure
6点	SpecificTimePossibleSure
7点	SpecificTimePossibleSure
8点	SpecificTimePossibleSure
9点	SpecificTimePossibleSure
上午11点	SpecificTimePossibleSure
上午10点	SpecificTimePossibleSure
上午9点	SpecificTimePossibleSure
上午7点	SpecificTimePossibleSure
上午8点	SpecificTimePossibleSure
下午4点	SpecificTimePossibleSure
下午5点	SpecificTimePossibleSure
下午6点	SpecificTimePossibleSure
下午1点	SpecificTimePossibleSure
下午3点	SpecificTimePossibleSure
下午2点	SpecificTimePossibleSure
早上9点	SpecificTimePossibleSure
早上7点	SpecificTimePossibleSure
早上11点	SpecificTimePossibleSure
早上8点	SpecificTimePossibleSure
早上10点	SpecificTimePossibleSure
晚上9点	SpecificTimePossibleSure
晚上7点	SpecificTimePossibleSure
晚上8点	SpecificTimePossibleSure
晚上10点	SpecificTimePossibleSure
晚上11点	SpecificTimePossibleSure
上午	SpecificTimePossibleSure
下午	SpecificTimePossibleSure
晚上	SpecificTimePossibleSure
都可以	SpecificTimePossibleSure
都很方便	SpecificTimePossibleSure
都有空	SpecificTimePossibleSure
都方便	SpecificTimePossibleSure
都行	SpecificTimePossibleSure
都有时间	SpecificTimePossibleSure
随便	SpecificTimePossibleSure
嗯嗯	CommonSure
可以	CommonSure
行	CommonSure
好	CommonSure
好的	CommonSure
有时间	CommonSure
需要	CommonSure
没问题	CommonSure
有兴趣	CommonSure
对的	CommonSure
说说看	CommonSure
好哇	CommonSure
当然	CommonSure
有意向	CommonSure
那挺不错的	CommonSure
那行吧	CommonSure
嗯好	CommonSure
详细说下吧	CommonSure
挺有兴趣的	CommonSure
有打算	CommonSure
肯定啊	CommonSure
确实是	CommonSure
正有此意	CommonSure
你说	CommonSure
正考虑呢	CommonSure
方便	CommonSure
正想报班	CommonSure
有的	CommonSure
你继续吧	CommonSure
那我再了解下	CommonSure
恩好	CommonSure
没兴趣	RedeemRefuse
没时间	RedeemRefuse
不需要	RedeemRefuse
不用	RedeemRefuse
我不参加	RedeemRefuse
没有时间	RedeemRefuse
先挂了	RedeemRefuse
不要	RedeemRefuse
不行	RedeemRefuse
不可以	RedeemRefuse
不麻烦了	RedeemRefuse
没需求	RedeemRefuse
用不到	RedeemRefuse
没有意向	RedeemRefuse
不感兴趣	RedeemRefuse
不想要	RedeemRefuse
已经报过了	RedeemRefuse
有补习了	RedeemRefuse
有辅导班了	RedeemRefuse
有家教	RedeemRefuse
已经报班了	RedeemRefuse
已经安排好了	RedeemRefuse
不太想听	RedeemRefuse
不想听	RedeemRefuse
没有兴趣	RedeemRefuse
不方便	RedeemRefuse
没钱	RedeemRefuse
算了	RedeemRefuse
不考虑	RedeemRefuse
再见	RedeemRefuse
不好意思	RedeemRefuse
别打来了	RedeemRefuse
搞错了吧	RedeemRefuse
听不懂	RedeemRefuse
你说什么	RedeemRefuse
你说啥呢	RedeemRefuse
没听懂	RedeemRefuse
到时候看一下	RedeemRefuse
等有时间再说吧	RedeemRefuse
没有	RedeemRefuse
以后再说	RedeemRefuse
等有空再说	RedeemRefuse
不太愿意	RedeemRefuse
报了其他辅导班了	RedeemRefuse
已经定了课程了	RedeemRefuse
回头和你联系	RedeemRefuse
听不见	RedeemRefuse
你说什么没听懂	RedeemRefuse
不用了不用了	RedeemRefuse
我没有	RedeemRefuse
不说了	RedeemRefuse
我不懂的	RedeemRefuse
搞不清楚你这是什么意思	RedeemRefuse
我不知道	RedeemRefuse
我到时候给你打电话吧	RedeemRefuse
回去跟孩子商量一下再说吧啊	RedeemRefuse
算了吧不考虑	RedeemRefuse
我现在在忙	RedeemRefuse
我现在在工作上班	RedeemRefuse
必须得挂电话	RedeemRefuse
我不考虑不考虑	RedeemRefuse
暂时不要哈	RedeemRefuse
现在暂时不需要	RedeemRefuse
这个不需要了	RedeemRefuse
好不用了	RedeemRefuse
有时间我再联系你	RedeemRefuse
下次吧	RedeemRefuse
在老家	RedeemRefuse
嗯嗯	BeginSure
可以	BeginSure
行	BeginSure
有	BeginSure
好的	BeginSure
有时间	BeginSure
需要	BeginSure
没问题	BeginSure
有兴趣	BeginSure
对的	BeginSure
说说看	BeginSure
好哇	BeginSure
当然	BeginSure
有意向	BeginSure
那挺不错的	BeginSure
那行吧	BeginSure
嗯好	BeginSure
详细说下吧	BeginSure
挺有兴趣的	BeginSure
有打算	BeginSure
肯定啊	BeginSure
确实是	BeginSure
正有此意	BeginSure
你说	BeginSure
正考虑呢	BeginSure
方便	BeginSure
正想报班	BeginSure
有的	BeginSure
你继续吧	BeginSure
好	BeginSure
听一下吧	BeginSure
嗯，有时间可以	BeginSure
没兴趣	BeginRefuse
没时间	BeginRefuse
不需要	BeginRefuse
不用	BeginRefuse
我不参加	BeginRefuse
没有时间	BeginRefuse
先挂了	BeginRefuse
不要	BeginRefuse
不行	BeginRefuse
不可以	BeginRefuse
不麻烦了	BeginRefuse
没需求	BeginRefuse
用不到	BeginRefuse
没有意向	BeginRefuse
不感兴趣	BeginRefuse
不想要	BeginRefuse
已经报过了	BeginRefuse
有补习了	BeginRefuse
有辅导班了	BeginRefuse
有家教	BeginRefuse
已经报班了	BeginRefuse
已经安排好了	BeginRefuse
不太想听	BeginRefuse
不想听	BeginRefuse
没有兴趣	BeginRefuse
不方便	BeginRefuse
没钱	BeginRefuse
算了	BeginRefuse
不考虑	BeginRefuse
再见	BeginRefuse
不好意思	BeginRefuse
别打来了	BeginRefuse
搞错了吧	BeginRefuse
听不懂	BeginRefuse
你说什么	BeginRefuse
你说啥呢	BeginRefuse
没听懂	BeginRefuse
到时候看一下	BeginRefuse
等有时间再说吧	BeginRefuse
没有	BeginRefuse
以后再说	BeginRefuse
等有空再说	BeginRefuse
不太愿意	BeginRefuse
报了其他辅导班了	BeginRefuse
已经定了课程了	BeginRefuse
回头和你联系	BeginRefuse
你再说一遍	BeginRefuse
什么东西	BeginRefuse
现在学习太紧张了	BeginRefuse
没什么用	BeginRefuse
不喜欢听	BeginRefuse
不听了	BeginRefuse
最近没有	BeginRefuse
最近学校要考试	BeginRefuse
不一定能有时间	BeginRefuse
不用不用	BeginRefuse
下次吧	BeginRefuse
没有需要	BeginRefuse
没有没有	BeginRefuse
滚	dirty
傻逼	dirty
脑残	dirty
垃圾	dirty
白痴	dirty
笨蛋	dirty
废物	dirty
智障	dirty
二逼	dirty
神经病	dirty
变态	dirty
滚粗	dirty
混蛋	dirty
有病	dirty
逗逼	dirty
傻叉	dirty
烦人	dirty
骚扰	dirty
别烦我了	dirty
操你妈	dirty
你妈了个逼	dirty
鸡巴	dirty
去死吧	dirty
举报	dirty
你说啥	DontCatch
你在说啥	DontCatch
喂	DontCatch
听不清	DontCatch
听不清楚	DontCatch
你在说什么	DontCatch
听不懂	DontCatch
大声一点	DontCatch
我没听清	DontCatch
你说什么	DontCatch
什么	DontCatch
喂你好	DontCatch
你刚才说什么	DontCatch
再说一遍	DontCatch
没听懂	DontCatch
等下	JustOneMinutes
我问下啊	JustOneMinutes
正在开会	IamBusy
正在开车	IamBusy
正在忙碌	IamBusy
正忙着呢	IamBusy
一会再说	IamBusy
一会再打	IamBusy
现在不方便	IamBusy
正在上班	IamBusy
稍后再联系吧	IamBusy
稍后再联系你们吧	IamBusy
需要的话再联系你们吧	IamBusy
在睡觉呢	IamBusy
在做饭呢	IamBusy
在吃饭呢	IamBusy
在干活呢	IamBusy
我现在很忙	IamBusy
我现在没空	IamBusy
现在正忙	IamBusy
现在没空	IamBusy
现在忙着呢	IamBusy
我现在在开着车呢	IamBusy
以后不要打电话	IamBusy
不要再打电话了	IamBusy
开车呢	IamBusy
有资料可以领吗	HaveMaterial
孩子自己上可以吗	ChildLearnSelf
我先上，我孩子晚点上可以吗	ChildLearnSelf
我可以不陪着听完课程吗	ChildLearnSelf
我没时间参加完可以吗	ChildLearnSelf
孩子没时间参加完可以吗	ChildLearnSelf
是不是孩子听课	ChildLearnSelf
孩子自己听课吗	ChildLearnSelf
小孩子吗	ChildLearnSelf
从哪知道我信息的	WherePhoneFrom
怎么知道我手机号的	WherePhoneFrom
怎么知道手机号的	WherePhoneFrom
怎么知道我信息的	WherePhoneFrom
从哪知道我手机号的	WherePhoneFrom
怎么有我电话的	WherePhoneFrom
怎么知道我电话的	WherePhoneFrom
你问这个干嘛	WhyAskThis
你问这个做什么	WhyAskThis
是视频课还是只听语音	CourseForm
视频课程吗	CourseForm
是不是要用无线网络	NetworkRequire
用流量可以吗	NetworkRequire
需要用无线网吗	NetworkRequire
需要用流量吗	NetworkRequire
费流量吗	NetworkRequire
这么好，不是骗人的吧	IsCheater
课程是免费的吗	IsFree
参加课程收费吗	IsFree
课程需不需要交钱	IsFree
收费吗	IsFree
要钱吗	IsFree
课程多少钱	IsFree
怎么收费	IsFree
花钱不	IsFree
收不收费	IsFree
免费的吗	IsFree
收费不收费	IsFree
免费听课吗	IsFree
收钱吗	IsFree
免费听吗	IsFree
多少钱	IsFree
什么价格	IsFree
要不要钱	IsFree
这个需要多少钱	IsFree
大概收费是多少钱	IsFree
这节课大概是多少钱	IsFree
课程是怎么上的	HowHaveClass
怎么听课	HowHaveClass
在哪里上课	HowHaveClass
在哪里听课	HowHaveClass
可以在手机上课吗	HowHaveClass
手机可以吗	HowHaveClass
电脑可以吗	HowHaveClass
怎么讲课啊	HowHaveClass
电脑	HowHaveClass
手机	HowHaveClass
什么地方上课	HowHaveClass
怎么上课	HowHaveClass
在哪儿听	HowHaveClass
手机上就可以学还是在电脑上	HowHaveClass
pad	HowHaveClass
怎么体验呢	HowHaveClass
视频上课吗	HowHaveClass
在网上听课吗	HowHaveClass
在哪上课呢	HowHaveClass
在哪上呢	HowHaveClass
在哪里听课呢	HowHaveClass
在作业帮上听课	HowHaveClass
是在哪听课	HowHaveClass
在家上课吗	HowHaveClass
在家上吗	HowHaveClass
是通过微信还是	HowHaveClass
到哪个地方听	HowHaveClass
在哪看	HowHaveClass
在哪听	HowHaveClass
在哪上	HowHaveClass
在哪里呀	HowHaveClass
是电话听吗	HowHaveClass
手机上听吗	HowHaveClass
手机上吗	HowHaveClass
电脑上吗	HowHaveClass
怎么试听	HowHaveClass
手机上	HowHaveClass
电脑上	HowHaveClass
在什么地方	HowHaveClass
是在手机上听还是怎么样	HowHaveClass
我们家没有电脑	HowHaveClass
没有电脑	HowHaveClass
什么课程	WhatTheCaurse
课程内容是什么	WhatTheCaurse
课程有什么用	WhatTheCaurse
送的课程质量不高吧	WhatTheCaurse
送的课程内容好吗	WhatTheCaurse
什么样的课程	WhatTheCaurse
讲什么啊	WhatTheCaurse
体验课上什么	WhatTheCaurse
体验课是上什么内容	WhatTheCaurse
上什么课	WhatTheCaurse
课时多长时间	HowLongTime
一节课多长时间	HowLongTime
一节课多久	HowLongTime
上多长时间	HowLongTime
要上多久	HowLongTime
课程多久	HowLongTime
上到几点	HowLongTime
几点到几点	HowLongTime
这个课多长时间	HowLongTime
没听说过作业帮	WhoAreYou
什么机构	WhoAreYou
什么应用	WhoAreYou
教育机构叫什么	WhoAreYou
你们是做什么的	WhoAreYou
是类似猿辅导上课的吗	WhoAreYou
是类似学而思网校吗	WhoAreYou
作业帮是什么	WhoAreYou
你是干啥的	WhoAreYou
你们是干啥的	WhoAreYou
你是哪里的	WhoAreYou
你这是哪里	WhoAreYou
你们是干什么的	WhoAreYou
你们是干嘛的	WhoAreYou
你弄啥嘞	WhoAreYou
你是哪个老师	WhoAreYou
你叫什么名字	WhoAreYou
你是谁	WhoAreYou
你们是作业帮吗	WhoAreYou
哪里	WhoAreYou
你是什么	WhoAreYou
你是哪个学校啊	WhoAreYou
你哪里的	WhoAreYou
你谁呀	WhoAreYou
哪位	WhoAreYou
你是哪的	WhoAreYou
你是做什么的	WhoAreYou
你是哪儿	WhoAreYou
你是机器人吗	IsRobot
你是电脑还是人工	IsRobot
你是电脑吗	IsRobot
你这个是哪里的呀	WhereAreYou
你是哪个地方的	WhereAreYou
北京的吗	WhereAreYou
长沙的吗	WhereAreYou
深圳的吗	WhereAreYou
要帮我约一节试听课吗	AFreeLession
听什么	AFreeLession
干什么的	AFreeLession
什么试听课	AFreeLession
试听什么	AFreeLession
怎么回事	AFreeLession
听的什么课	AFreeLession
都有几点的课程	AllSubjectAllTime
课程几点的	AllSubjectAllTime
有哪些科目	AllSubjectAllTime
都有哪些课	AllSubjectAllTime
什么时间可以上课	AllSubjectAllTime
有什么课	AllSubjectAllTime
哪一科	AllSubjectAllTime
哪科	AllSubjectAllTime
什么时候	AllSubjectAllTime
什么时间	AllSubjectAllTime
几点上课	AllSubjectAllTime
有没有时间的规定	AllSubjectAllTime
几点钟	AllSubjectAllTime
讲几年级的课程	AllSubjectAllTime
都有几年级的课	AllSubjectAllTime
有什么年级的课	AllSubjectAllTime
课程几年级的	AllSubjectAllTime
什么科目	AllSubjectAllTime
哪天	AllSubjectAllTime
一般在几点	AllSubjectAllTime
随时都可以看	AllSubjectAllTime
时间是自选吗	AllSubjectAllTime
我家没小孩	HaveNoChildren
我家小孩还没上学	HaveNoChildren
我不是孩子	HaveNoChildren
我没有孩子	HaveNoChildren
我不是他父母	HaveNoChildren
我不是孩子爸妈	HaveNoChildren
孩子出国了	HaveNoChildren
已经不上学了	HaveNoChildren
我是他奶奶	HaveNoChildren
我是他爷爷	HaveNoChildren
我就是老师	HaveNoChildren
我是老师	HaveNoChildren
上大学了	HaveNoChildren
幼儿园	HaveNoChildren
孩子上家教了	HaveNoChildren
孩子在外面上家教	HaveNoChildren
有辅导班了	HaveNoChildren
已经定了课程了	HaveNoChildren
其他辅导班了	HaveNoChildren
都结婚了	HaveNoChildren
月子里	HaveNoChildren
我们有在帮他补课	HaveNoChildren
已经给他补课了	HaveNoChildren
小孩现在上幼儿园	HaveNoChildren
孩子都大学毕业了	HaveNoChildren
没有上学的孩子	HaveNoChildren
孩子大学毕业了	HaveNoChildren
没有读书了	HaveNoChildren
孩子大了	HaveNoChildren
有补习班了	HaveNoChildren
没读书	HaveNoChildren
没结婚	HaveNoChildren
孩子现在没在家	ChildNotInHome
孩子住校	ChildNotInHome
孩子现在没在身边	ChildNotInHome
孩子不在旁边	ChildNotInHome
孩子在学校	ChildNotInHome
孩子上学去了	ChildNotInHome
等孩子放学吧	ChildNotInHome
不在小孩身边	ChildNotInHome
我在出差	ChildNotInHome
孩子周末才回家	ChildNotInHome
孩子周末才放假	ChildNotInHome
在学校还没回来	ChildNotInHome
在学校	ChildNotInHome
孩子这会儿在做作业	ChildNotInHome
他现在不在	ChildNotInHome
现在上学呢	ChildNotInHome
孩子现在没时间	ChildNotInHome
正在上晚自习呢	ChildNotInHome
小孩不在	ChildNotInHome
孩子没时间	ChildNotInHome
没在家	ChildNotInHome
没有时间	ChildNotInHome
没时间	ChildNotInHome
等有时间再说	ChildNotInHome
没空	ChildNotInHome
等有空再说	ChildNotInHome
现在上课吗	ChildNotInHome
孩子都睡了	ChildNotInHome
孩子已经睡觉了	ChildNotInHome
孩子睡了	ChildNotInHome
孩子不在家在学校呢	ChildNotInHome
现在忙啊	ChildNotInHome
晚一点再说好吗	ChildNotInHome
还没回来	ChildNotInHome
孩子在外面哦	ChildNotInHome
不在家啊	ChildNotInHome
现在没有	ChildNotInHome
现在不行啊	ChildNotInHome
在做作业	ChildNotInHome
等有时间吧	ChildNotInHome
今天挺忙的	ChildNotInHome
他这些天很忙	ChildNotInHome
等一下	ChildNotInHome
在上课	ChildNotInHome
没得时间	ChildNotInHome
最近学校要考试	ChildNotInHome
不一定能有时间	ChildNotInHome
我没时间	ChildNotInHome
没有他正在忙了	ChildNotInHome
每天都没时间	ChildNotInHome
这星期不在家呀	ChildNotInHome
到时间再说行吗	ChildNotInHome
有时间再说	ChildNotInHome
不好意思现在没有时间	ChildNotInHome
现在没有时间	ChildNotInHome
现在都没在家在学校	ChildNotInHome
我现在在外地	ChildNotInHome
现在没有在	ChildNotInHome
现在吗	ChildNotInHome
现在不想	ChildNotInHome
写作业呢	ChildNotInHome
正在上自习	ChildNotInHome
他在上课	ChildNotInHome
他在补课	ChildNotInHome
这两天生病了	ChildNotInHome
最近生病了	ChildNotInHome
你是哪的？	WhoAreYou
你是哪里？	WhoAreYou
你这个是什么事	WhoAreYou
你是哪里呀，广东吗？	WhereAreYou
嗯，就什么内容啊	WhatTheCaurse
没有，我在上班	IamBusy
我真的忙点都在吃饭	IamBusy
在哪里听啊	HowHaveClass
呃，那试听课是在电脑上来，还是手机上的	HowHaveClass
你这怎么听呢？	HowHaveClass
我没有孩子	HaveNoChildren
你说，你说	BeginSure
你们说什么慢一点说，嗯，你说什么课，我听不懂啊	DontCatch
我没听明白，你说的啥意思	DontCatch
呃，有时间	BeginSure
嗯，最近没有时间呢	ChildNotInHome
你好，没时间，最近都比较忙，好，谢谢啊	ChildNotInHome
嗯，孩子不在家，不在这，我，我在上班	ChildNotInHome
嗯，没有时间，现在课排进去	ChildNotInHome
哦，没有时间	ChildNotInHome
没有哦，我现在在外面呢	ChildNotInHome
现在没时间，他要星期六星期天才回来.	ChildNotInHome
有时间吧，能去你	BeginSure
哦，现在我没时间等有空的时候再说吧	ChildNotInHome
不好意思，没有空啊	ChildNotInHome
嗯，他现在没得这个时间，在弄小升初，没有时间，好吧	ChildNotInHome
哦，两天没空	ChildNotInHome
嗯，现在没有	ChildNotInHome
嗯，有时间再说吧	ChildNotInHome
最近没时间，他要考试了	ChildNotInHome
呃，现在中考了没有时间以后再说吧，好嘞，再见啊	ChildNotInHome
哎呀，孩子有时间，但是没钱。	ChildNotInHome
嗯，现在孩子的作业多，没有时间听啊	ChildNotInHome
